competitor_count,avg_similarity,opportunity_count,risk_count,missing_feature_count,target_score
19,0.542,1,8,7,36.45
1,0.516,5,1,4,100.0
12,0.787,5,7,2,62.33
4,0.213,8,3,7,100.0
4,0.102,1,3,4,91.45
15,0.744,3,8,2,41.4
4,0.621,9,7,5,100.0
16,0.66,5,10,3,47.5
18,0.993,3,3,10,65.17
10,0.565,4,2,9,99.88
0,0.129,9,3,0,100.0
18,0.482,4,10,3,41.95
3,0.88,3,0,9,100.0
6,0.843,9,1,6,100.0
14,0.441,10,3,3,100.0
12,0.103,0,5,8,69.42
6,0.64,7,2,4,100.0
20,0.14,2,0,3,74.5
11,0.225,5,4,3,92.38
12,0.94,3,3,9,76.5
5,0.552,6,7,10,100.0
11,0.795,5,10,9,66.12
19,0.415,10,9,0,75.62
6,0.882,5,7,9,85.95
5,0.765,6,5,0,86.88
8,0.939,5,5,7,84.53
11,0.261,9,4,8,100.0
15,0.457,10,1,5,100.0
3,0.986,5,1,1,97.35
8,0.84,2,7,6,59.0
1,0.859,1,9,4,54.53
1,0.722,7,5,1,100.0
14,0.959,1,5,9,52.03
2,0.937,4,8,10,84.58
2,0.151,8,7,9,100.0
9,0.982,2,9,4,41.45
2,0.149,10,9,6,100.0
3,0.418,3,9,1,67.55
9,0.225,10,8,6,100.0
12,0.67,2,5,7,65.25
7,0.911,7,1,6,100.0
17,0.147,5,3,4,88.33
12,0.634,8,6,6,96.15
16,0.429,10,8,6,97.28
5,0.136,9,9,3,100.0
19,0.219,1,7,8,50.52
6,0.295,3,10,2,62.62
10,0.485,9,1,5,100.0
2,0.713,1,10,1,46.17
16,0.561,4,10,5,47.97
20,0.377,0,5,10,50.58
5,0.596,6,6,3,93.1
15,0.835,10,1,7,100.0
5,0.214,1,7,6,74.65
8,0.927,2,4,7,70.83
10,0.936,4,7,0,52.6
20,0.952,9,8,5,68.2
20,0.316,7,7,8,82.1
10,0.39,1,4,9,78.25
15,0.683,10,6,9,100.0
20,0.423,0,5,10,49.42
18,0.424,8,5,7,95.4
19,0.877,3,2,2,54.08
12,0.529,5,7,7,78.78
14,0.237,4,9,0,54.08
8,0.193,3,3,10,100.0
0,0.495,8,9,5,100.0
10,0.387,8,7,6,100.0
17,0.916,5,1,6,81.1
2,0.67,3,9,2,65.25
1,0.624,2,5,2,78.4
11,0.689,9,0,2,100.0
16,0.747,1,2,2,51.33
16,0.374,9,7,9,100.0
6,0.638,3,0,7,100.0
16,0.262,3,3,10,87.45
19,0.659,2,8,6,37.52
15,0.625,9,9,5,82.38
1,0.897,8,8,1,93.58
12,0.94,1,1,7,68.5
17,0.418,10,0,4,100.0
17,0.394,10,0,1,100.0
16,0.139,7,6,8,98.53
13,0.883,6,8,0,55.92
16,0.459,7,7,2,74.53
15,0.37,7,1,5,100.0
20,0.699,1,1,7,58.53
3,0.567,0,3,1,69.83
13,0.618,4,4,4,74.55
12,0.439,3,0,9,100.0
14,0.407,5,8,7,73.83
0,0.716,0,8,3,56.1
7,0.654,3,10,4,55.65
17,0.757,5,8,8,61.08
14,0.783,0,6,1,30.42
16,0.717,0,1,7,60.08
2,0.268,0,9,5,63.3
7,0.272,2,7,6,75.2
17,0.193,10,8,7,100.0
1,0.939,8,7,7,100.0
3,0.128,4,1,8,100.0
6,0.105,7,3,0,100.0
7,0.83,8,8,3,87.25
19,0.249,6,2,8,99.78
11,0.358,9,8,5,100.0
17,0.821,8,4,9,95.47
1,0.636,4,1,5,100.0
4,0.606,10,5,9,100.0
5,0.583,10,6,2,100.0
5,0.237,5,2,3,100.0
16,0.219,10,8,10,100.0
9,0.299,7,7,7,100.0
9,0.236,10,10,3,100.0
13,0.547,5,1,2,90.33
5,0.119,1,0,4,100.0
15,0.396,9,4,3,100.0
15,0.922,0,0,7,60.95
12,0.353,10,2,10,100.0
19,0.522,2,8,6,40.95
9,0.648,5,1,6,100.0
17,0.388,0,8,2,28.3
3,0.982,0,2,1,63.45
0,0.293,4,1,3,100.0
7,0.499,7,3,2,100.0
0,0.785,4,7,5,86.38
1,0.616,3,7,10,92.6
14,0.716,9,2,0,100.0
16,0.36,6,9,5,69.0
4,0.186,5,5,3,100.0
1,0.986,10,4,9,100.0
11,0.748,6,9,1,61.3
14,0.416,6,8,9,83.6
20,0.453,3,10,10,46.67
11,0.579,10,2,10,100.0
17,0.769,4,6,3,52.77
3,0.853,3,7,8,78.67
15,0.728,7,8,6,73.8
3,0.244,1,10,5,63.9
0,0.255,0,6,9,87.62
4,0.836,8,4,7,100.0
10,0.501,5,1,8,100.0
11,0.212,0,3,1,62.7
19,0.896,9,8,4,69.6
8,0.269,7,0,10,100.0
1,0.987,2,7,3,63.33
3,0.43,3,2,5,100.0
16,0.238,9,2,2,100.0
0,0.544,2,6,0,74.4
5,0.432,4,5,5,93.2
12,0.195,5,8,8,85.12
19,0.68,8,9,6,69.0
6,0.951,9,0,3,100.0
7,0.242,2,2,4,91.95
0,0.514,6,0,10,100.0
19,0.362,10,5,8,100.0
14,0.124,2,10,2,44.9
4,0.13,1,1,3,96.75
6,0.702,6,8,9,92.45
12,0.659,4,0,4,91.53
8,0.912,2,5,4,61.2
12,0.389,10,9,8,100.0
17,0.964,2,10,9,31.9
18,0.466,7,7,8,82.35
1,0.184,9,9,2,100.0
5,0.278,4,10,0,67.05
12,0.162,6,1,5,100.0
14,0.65,2,6,10,63.75
11,0.568,10,3,0,100.0
11,0.312,0,2,10,82.2
14,0.679,8,7,8,91.03
11,0.914,9,7,4,89.15
16,0.923,7,9,1,52.92
11,0.819,2,7,4,49.53
8,0.863,1,7,6,52.42
7,0.556,6,6,3,90.1
14,0.264,0,8,2,37.4
16,0.779,7,0,6,100.0
18,0.658,6,5,2,67.55
0,0.732,0,3,8,85.7
13,0.983,9,0,4,100.0
11,0.243,0,4,4,63.92
18,0.171,7,5,10,100.0
3,0.659,9,7,2,100.0
16,0.915,3,6,8,55.12
13,0.132,10,10,4,98.7
14,0.972,9,1,8,100.0
14,0.698,3,1,8,84.55
10,0.735,8,5,0,89.62
0,0.464,3,1,3,100.0
10,0.504,2,10,8,55.4
4,0.275,5,2,9,100.0
9,0.137,5,9,0,72.58
7,0.376,5,2,9,100.0
1,0.829,5,9,9,89.28
5,0.513,8,5,1,100.0
20,0.976,6,0,0,71.6
3,0.74,10,6,8,100.0
14,0.967,8,10,0,55.83
11,0.954,4,5,9,76.15
0,0.704,6,10,6,90.4
14,0.935,7,7,7,76.62
13,0.177,4,4,9,95.58
20,0.594,9,3,3,93.15
11,0.329,4,10,3,59.78
0,0.285,5,6,7,100.0
5,0.232,10,9,6,100.0
13,0.376,1,6,8,62.6
3,0.106,10,2,1,100.0
0,0.322,2,0,8,100.0
5,0.748,0,4,3,61.3
12,0.417,7,1,4,100.0
0,0.368,8,4,2,100.0
10,0.147,1,3,1,72.33
18,0.72,5,2,0,68.0
16,0.613,8,9,10,84.67
13,0.73,10,7,3,93.75
6,0.211,8,4,6,100.0
14,0.146,0,2,10,80.35
3,0.27,6,4,2,100.0
5,0.856,10,10,10,100.0
11,0.521,5,3,6,94.97
20,0.328,5,2,7,87.8
0,0.27,10,0,8,100.0
10,0.399,7,1,4,100.0
1,0.886,3,1,10,100.0
19,0.308,4,10,8,54.3
19,0.32,0,6,0,30.0
15,0.606,7,9,2,64.85
5,0.794,1,5,4,64.15
8,0.764,3,7,9,72.9
15,0.266,2,9,3,45.35
13,0.379,3,0,2,86.53
8,0.965,1,7,2,41.88
9,0.405,0,10,10,51.88
10,0.325,6,6,9,100.0
1,0.722,9,7,5,100.0
2,0.274,8,6,9,100.0
11,0.791,7,2,10,100.0
2,0.346,7,3,1,100.0
10,0.938,6,9,10,76.55
1,0.222,10,2,5,100.0
5,0.236,7,8,0,94.1
0,0.327,10,9,2,100.0
16,0.269,2,3,4,69.28
16,0.758,0,1,2,49.05
18,0.955,6,2,1,70.12
6,0.489,4,8,6,79.78
8,0.48,10,10,4,100.0
3,0.232,0,6,2,68.2
8,0.226,7,0,6,100.0
20,0.388,7,7,9,82.3
9,0.273,9,8,7,100.0
3,0.348,4,1,6,100.0
12,0.276,9,2,7,100.0
6,0.55,9,0,3,100.0
11,0.121,1,0,8,96.97
19,0.754,8,6,8,83.15
19,0.135,8,8,4,82.62
3,0.282,10,10,2,100.0
7,0.378,1,4,9,84.55
19,0.573,2,6,9,53.67
1,0.387,1,8,0,62.33
13,0.483,1,2,9,77.92
12,0.348,2,2,10,91.3
11,0.771,1,0,8,80.72
16,0.742,4,5,4,61.45
14,0.637,7,1,0,94.08
6,0.781,3,7,10,78.47
2,0.485,5,4,10,100.0
12,0.277,0,8,5,47.08
9,0.685,0,0,7,78.88
6,0.936,7,2,4,100.0
16,0.343,3,0,5,87.42
7,0.587,10,9,3,100.0
8,0.466,4,2,8,100.0
18,0.611,8,3,10,100.0
2,0.427,0,10,4,53.33
16,0.45,9,3,1,100.0
12,0.66,9,8,9,99.5
10,0.259,6,4,4,100.0
2,0.524,0,8,8,66.9
6,0.16,6,8,5,98.0
7,0.869,1,1,8,82.28
17,0.944,4,6,9,60.4
9,0.353,5,4,4,95.17
8,0.917,2,5,8,69.08
13,0.283,9,3,2,100.0
19,0.553,6,0,8,100.0
20,0.272,2,8,4,41.2
17,0.598,6,9,6,63.05
16,0.743,4,10,8,49.42
8,0.232,0,7,1,52.2
10,0.848,0,8,0,26.8
3,0.893,8,5,6,100.0
7,0.962,1,5,5,57.95
6,0.301,7,2,3,100.0
9,0.464,4,7,7,80.4
13,0.365,3,6,9,76.88
9,0.606,2,9,3,48.85
15,0.275,2,9,3,45.12
19,0.377,6,5,0,68.58
0,0.232,0,6,2,74.2
15,0.722,6,2,3,85.95
10,0.972,7,6,3,79.7
19,0.831,9,0,9,100.0
1,0.877,10,7,9,100.0
14,0.809,0,10,10,31.77
4,0.522,0,3,5,76.95
14,0.366,2,0,4,82.85
6,0.151,1,0,7,100.0
14,0.311,9,9,1,84.22
14,0.239,1,2,4,72.03
4,0.561,2,9,2,57.97
2,0.695,9,1,8,100.0
9,0.494,0,9,9,51.65
19,0.556,9,7,4,82.1
19,0.944,7,6,3,62.4
20,0.725,10,3,0,89.88
20,0.487,2,6,5,45.83
9,0.411,5,1,7,100.0
14,0.287,6,7,0,72.83
7,0.226,1,3,10,94.35
12,0.691,6,3,2,86.72
15,0.971,8,6,4,77.72
2,0.914,0,7,9,63.15
20,0.35,3,7,7,55.25
17,0.401,2,7,8,55.98
4,0.342,10,0,2,100.0
9,0.819,3,0,1,81.53
1,0.451,10,5,1,100.0
12,0.542,5,9,4,64.45
11,0.258,10,6,10,100.0
1,0.773,7,3,0,100.0
10,0.115,4,2,1,95.12
7,0.24,9,10,0,94.0
4,0.265,8,1,2,100.0
16,0.47,8,7,0,76.25
4,0.619,2,1,5,94.53
13,0.346,9,10,6,91.35
12,0.2,2,8,4,59.0
5,0.5,10,4,6,100.0
8,0.357,2,5,5,77.08
16,0.273,8,5,5,99.17
14,0.79,0,8,10,40.25
9,0.6,5,1,1,95.0
11,0.471,9,0,6,100.0
1,0.121,2,4,0,90.97
13,0.651,2,2,7,75.72
12,0.718,4,9,1,48.05
9,0.397,7,0,8,100.0
11,0.96,7,8,1,66.0
15,0.201,4,8,6,68.97
8,0.218,2,6,6,78.55
0,0.313,9,7,0,100.0
7,0.93,8,8,2,82.75
7,0.436,9,4,3,100.0
8,0.627,2,1,4,84.33
15,0.802,7,1,10,100.0
7,0.681,1,3,8,78.97
11,0.402,2,3,3,73.95
9,0.764,4,2,2,82.9
8,0.709,8,7,2,90.28
6,0.409,1,6,9,77.78
1,0.782,5,4,0,92.45
1,0.318,10,6,4,100.0
3,0.674,9,6,3,100.0
12,0.328,1,0,10,93.8
17,0.391,9,5,3,96.22
13,0.762,4,0,6,90.95
3,0.751,9,8,2,100.0
20,0.59,9,2,4,99.25
19,0.854,5,1,9,84.65
20,0.133,6,9,0,56.67
8,0.802,9,9,7,95.95
10,0.14,2,0,9,100.0
20,0.668,1,10,5,19.3
18,0.193,1,3,9,71.17
4,0.688,7,2,2,100.0
2,0.779,6,0,1,100.0
8,0.403,8,2,7,100.0
16,0.3,5,9,10,74.5
19,0.515,9,9,8,83.12
16,0.289,10,0,4,100.0
16,0.498,10,7,7,100.0
15,0.366,6,2,8,100.0
9,0.936,7,0,10,100.0
18,0.511,0,9,7,29.23
0,0.753,7,0,8,100.0
20,0.902,3,0,0,55.45
6,0.248,9,0,9,100.0
16,0.491,4,0,6,91.72
17,0.909,8,0,8,100.0
12,0.19,8,6,8,100.0
3,0.263,8,4,4,100.0
14,0.427,7,0,4,100.0
9,0.48,8,5,6,100.0
1,0.658,4,7,5,87.55
6,0.665,5,1,0,97.38
12,0.883,5,4,3,73.92
4,0.63,4,4,3,90.25
14,0.871,2,1,3,64.22
11,0.766,9,5,4,100.0
2,0.843,8,7,5,100.0
17,0.596,5,2,8,89.1
6,0.841,7,1,1,100.0
2,0.938,10,5,10,100.0
16,0.963,9,9,6,73.92
14,0.59,0,10,2,21.25
12,0.531,0,0,0,62.73
12,0.109,7,4,6,100.0
9,0.397,3,9,2,58.08
6,0.555,3,7,10,84.12
16,0.885,2,0,7,71.88
14,0.921,6,10,2,48.97
10,0.779,6,9,0,60.52
7,0.652,3,8,2,59.7
17,0.589,1,0,1,59.27
18,0.187,6,2,4,95.33
10,0.465,5,10,2,62.38
10,0.251,4,3,5,95.72
10,0.668,10,8,5,100.0
8,0.111,8,7,5,100.0
7,0.271,2,2,5,93.22
4,0.347,9,3,1,100.0
19,0.502,4,10,5,43.45
6,0.891,5,6,0,71.72
1,0.329,5,8,5,97.78
15,0.421,10,9,8,99.47
10,0.224,3,0,9,100.0
4,0.992,10,10,3,93.2
0,0.396,9,7,6,100.0
4,0.453,3,7,3,76.67
3,0.736,8,0,6,100.0
18,0.341,8,9,10,87.47
19,0.166,0,3,1,47.85
9,0.17,7,3,10,100.0
20,0.826,9,6,2,73.35
1,0.204,2,5,4,92.9
8,0.928,0,10,0,20.8
16,0.547,7,8,6,76.33
19,0.922,9,1,2,92.95
19,0.382,10,4,10,100.0
8,0.458,1,10,3,44.55
3,0.844,4,8,7,78.9
18,0.218,7,5,8,96.55
1,0.892,6,9,1,77.7
10,0.16,9,9,1,96.0
13,0.604,5,2,9,98.9
3,0.897,8,8,3,93.58
12,0.505,8,8,5,89.38
2,0.102,10,4,8,100.0
4,0.615,6,7,8,100.0
0,0.159,9,4,8,100.0
13,0.748,4,0,4,87.3
18,0.389,10,7,4,94.28
2,0.141,6,2,5,100.0
4,0.977,8,8,9,100.0
4,0.127,2,3,1,90.83
6,0.364,10,8,2,100.0
13,0.344,1,2,10,83.4
10,0.194,3,8,2,65.15
17,0.652,3,10,6,39.7
20,0.368,9,3,7,100.0
12,0.239,10,9,6,100.0
16,0.175,6,5,5,89.62
8,0.117,8,8,6,100.0
15,0.649,2,8,2,37.77
0,0.237,7,3,5,100.0
5,0.843,0,1,9,82.92
4,0.735,5,0,4,100.0
4,0.862,7,8,1,82.45
7,0.712,8,9,6,92.2
20,0.723,1,4,5,41.92
9,0.243,5,0,10,100.0
11,0.243,8,3,2,100.0
16,0.416,9,9,8,91.6
18,0.919,5,1,2,71.03
9,0.878,7,6,8,94.05
10,0.972,10,2,4,100.0
7,0.942,3,8,3,54.45
3,0.407,4,0,0,100.0
16,0.325,4,2,9,93.88
13,0.171,1,5,2,59.72
16,0.301,4,2,6,88.47
13,0.606,1,1,5,70.85
19,0.585,8,8,10,83.38
11,0.786,6,10,0,54.35
14,0.113,2,10,10,61.17
17,0.188,1,4,0,51.3
2,0.64,6,9,9,98.0
11,0.129,7,5,3,100.0
20,0.651,7,2,8,93.72
16,0.617,4,6,2,56.58
15,0.822,1,1,6,63.45
17,0.846,7,1,9,100.0
19,0.166,7,2,1,93.85
20,0.56,3,6,7,54.0
15,0.806,2,3,4,57.85
15,0.345,10,3,0,100.0
5,0.139,9,6,3,100.0
5,0.171,3,3,6,100.0
2,0.861,2,7,6,70.47
16,0.188,8,3,8,100.0
2,0.209,6,1,6,100.0
4,0.653,10,0,4,100.0
6,0.133,7,10,3,92.67
0,0.85,9,2,3,100.0
4,0.257,1,0,5,100.0
19,0.21,2,8,6,48.75
10,0.472,3,1,2,86.2
18,0.902,4,1,4,69.45
1,0.376,8,0,3,100.0
15,0.882,6,2,6,87.95
11,0.892,3,4,7,71.7
12,0.949,6,8,1,58.28
1,0.193,5,10,1,85.17
13,0.398,1,7,4,50.05
4,0.918,1,1,0,71.05
5,0.718,0,7,6,56.05
18,0.248,5,10,5,57.8
16,0.725,3,10,10,47.88
3,0.231,6,0,3,100.0
16,0.959,0,0,3,50.03
5,0.897,6,10,3,69.58
2,0.405,1,3,9,97.88
2,0.921,2,0,9,100.0
10,0.158,0,8,9,62.05
15,0.338,3,4,0,63.55
6,0.909,0,1,3,67.28
15,0.232,9,5,10,100.0
0,0.51,5,2,3,100.0
7,0.412,6,10,0,71.7
0,0.534,9,2,3,100.0
20,0.208,9,2,4,100.0
17,0.169,10,8,5,99.78
4,0.24,8,7,6,100.0
16,0.273,9,10,5,85.17
14,0.277,0,5,10,65.08
8,0.589,7,10,5,81.28
6,0.2,6,10,5,89.0
19,0.901,6,8,0,43.47
10,0.441,9,4,3,100.0
20,0.232,9,0,10,100.0
17,0.19,10,8,1,91.25
13,0.505,5,3,0,79.38
13,0.456,0,5,6,54.6
18,0.354,0,8,2,27.15
8,0.59,10,0,5,100.0
1,0.585,1,4,2,77.38
11,0.859,2,5,3,54.52
0,0.268,3,3,4,100.0
8,0.176,4,10,5,73.6
3,0.813,2,3,3,79.67
4,0.653,1,5,0,61.67
6,0.102,8,9,9,100.0
12,0.633,5,0,9,100.0
14,0.947,9,7,4,82.33
16,0.75,2,10,4,29.25
18,0.905,8,5,0,69.38
18,0.696,7,5,6,80.6
2,0.197,4,10,10,95.08
17,0.855,2,1,2,56.62
10,0.246,0,6,3,55.85
6,0.568,3,1,1,89.8
7,0.64,5,6,3,82.0
14,0.499,1,9,6,41.52
13,0.797,10,8,10,100.0
1,0.668,9,4,8,100.0
10,0.654,9,4,5,100.0
10,0.753,9,2,10,100.0
0,0.142,8,8,5,100.0
9,0.527,2,5,7,74.83
10,0.285,2,5,10,84.88
20,0.506,4,3,2,63.35
6,0.768,1,2,5,76.8
13,0.778,0,9,5,28.55
18,0.977,10,10,9,77.58
17,0.294,6,4,6,90.65
16,0.248,8,5,3,95.8
19,0.937,3,5,3,42.58
8,0.121,3,6,2,78.97
11,0.195,4,9,4,69.12
8,0.766,8,3,8,100.0
13,0.938,7,1,4,96.55
17,0.156,10,5,1,100.0
11,0.106,9,6,7,100.0
20,0.504,1,4,3,43.4
7,0.61,0,0,1,72.75
13,0.697,2,5,4,56.58
1,0.942,1,6,1,58.45
3,0.883,10,4,4,100.0
20,0.807,9,3,9,99.83
20,0.593,1,7,3,29.17
18,0.644,9,7,7,87.9
16,0.845,7,0,9,100.0
20,0.119,3,4,4,67.03
3,0.719,5,4,7,100.0
4,0.391,1,9,6,64.22
10,0.423,3,9,9,69.42
4,0.488,10,9,8,100.0
8,0.743,2,3,8,81.42
15,0.764,7,9,5,66.9
5,0.464,5,5,0,88.4
0,0.677,9,6,0,100.0
11,0.528,7,4,4,98.8
14,0.626,5,1,9,100.0
18,0.256,1,7,4,43.6
5,0.526,10,1,2,100.0
0,0.791,0,10,3,46.22
13,0.257,5,3,10,100.0
13,0.271,3,8,2,57.22
9,0.822,1,4,10,71.45
5,0.451,2,4,1,76.72
5,0.921,5,0,4,100.0
15,0.603,5,2,9,94.92
20,0.13,7,7,3,76.75
8,1.0,0,4,3,49.0
5,0.177,0,10,10,65.58
15,0.842,7,2,2,86.95
4,0.603,9,6,5,100.0
17,0.751,10,7,5,89.22
9,0.564,5,4,1,83.9
2,0.566,3,5,3,85.85
20,0.93,6,9,2,40.75
17,0.565,3,2,7,75.88
15,0.454,7,4,9,100.0
7,0.473,8,2,1,100.0
18,0.654,8,3,4,91.65
14,0.802,9,0,7,100.0
20,0.57,9,7,4,79.75
17,0.274,7,8,7,83.15
0,0.56,1,8,3,66.0
20,0.513,10,5,5,97.17
18,0.521,1,8,1,26.98
3,0.549,7,10,7,96.28
2,0.28,1,4,0,79.0
10,0.635,0,1,0,60.12
13,0.371,2,7,4,56.72
15,0.663,3,8,1,41.42
20,0.842,5,4,3,58.95
13,0.683,2,3,2,60.92
2,0.509,3,4,4,93.28
20,0.605,4,0,0,68.88
5,0.863,9,9,3,92.42
8,0.676,3,1,0,81.1
5,0.223,3,3,6,100.0
7,0.974,8,2,10,100.0
1,0.273,7,3,4,100.0
4,0.92,2,5,10,81.0
1,0.977,1,1,8,91.58
4,0.729,7,8,7,97.78
17,0.772,8,0,3,100.0
3,0.644,2,6,10,85.9
19,0.122,10,10,7,92.95
19,0.741,10,7,9,93.47
2,0.424,9,3,10,100.0
0,0.762,2,10,6,64.95
11,0.374,0,1,7,78.65
1,0.155,10,1,9,100.0
14,0.309,8,0,0,100.0
11,0.979,3,10,8,47.53
4,0.685,6,9,3,80.88
20,0.635,4,0,8,84.12
8,0.777,10,9,2,92.58
1,0.967,4,6,2,77.83
12,0.548,2,3,4,70.3
17,0.254,3,4,0,61.65
9,0.251,1,10,6,53.72
18,0.755,7,6,5,73.12
11,0.616,2,6,7,64.6
13,0.866,1,9,0,22.35
13,0.103,4,7,9,85.42
0,0.207,9,4,4,100.0
9,0.77,4,5,9,84.75
14,0.703,3,5,10,72.42
11,0.67,3,9,8,59.25
9,0.292,9,9,7,100.0
1,0.413,7,3,7,100.0
13,0.684,2,3,6,68.9
20,0.694,2,4,1,40.65
12,0.19,1,0,9,95.25
17,0.844,10,5,2,88.9
5,0.14,1,8,4,68.5
13,0.295,7,8,0,76.62
18,0.261,5,10,4,55.48
5,0.243,9,10,10,100.0
8,0.558,8,10,4,86.05
0,0.973,3,3,0,81.67
2,0.11,6,8,5,100.0
4,0.166,0,6,0,63.85
8,0.179,9,5,9,100.0
4,0.717,8,7,5,100.0
12,0.384,6,10,0,62.4
10,0.51,1,10,10,53.25
14,0.466,8,8,0,76.35
6,0.477,6,0,3,100.0
20,0.724,8,7,7,75.9
12,0.174,2,2,3,81.65
10,0.849,0,9,10,42.78
8,0.639,4,3,4,88.03
19,0.187,3,4,8,75.33
16,0.626,7,0,3,100.0
3,0.56,10,7,10,100.0
19,0.677,10,4,6,100.0
19,0.542,9,10,4,70.45
14,0.283,0,3,9,70.92
8,0.809,5,7,9,83.78
10,0.906,8,1,0,100.0
15,0.82,7,0,3,97.5
13,0.931,8,7,9,88.72
16,0.542,0,2,9,64.45
15,0.1,5,5,3,83.5
5,0.676,2,7,10,77.1
20,0.134,3,3,4,70.65
16,0.524,10,10,3,80.9
5,0.822,5,2,3,97.45
3,0.391,6,2,6,100.0
1,0.797,8,0,9,100.0
20,0.953,0,3,3,30.17
7,0.878,1,3,7,72.05
3,0.279,5,8,6,97.03
4,0.7,8,5,0,100.0
6,0.432,9,3,1,100.0
8,0.462,6,10,6,80.45
20,0.421,8,9,10,81.47
0,0.227,2,7,1,80.33
16,0.352,1,1,9,79.2
19,0.716,6,1,1,78.1
0,0.96,9,5,10,100.0
14,0.431,10,5,8,100.0
4,0.652,9,9,10,100.0
13,0.573,5,4,3,79.67
12,0.701,0,4,2,46.48
15,0.576,4,9,9,61.6
7,0.39,10,4,0,100.0
3,0.846,6,8,4,84.85
4,0.544,4,9,2,70.4
4,0.999,3,1,10,100.0
7,0.515,7,8,0,83.12
16,0.607,6,6,0,64.83
1,0.605,1,6,9,82.88
20,0.24,9,6,3,90.0
15,0.39,3,4,8,78.25
17,0.728,9,1,1,99.8
2,0.121,9,9,10,100.0
12,0.933,9,2,3,100.0
11,0.849,6,5,5,82.78
3,0.902,9,5,9,100.0
18,0.76,10,5,5,95.0
20,0.791,7,2,10,94.22
3,0.442,5,7,1,86.95
19,0.12,9,1,5,100.0
20,0.925,10,0,5,100.0
15,0.215,5,4,9,96.62
6,0.485,6,10,6,83.88
5,0.201,8,1,1,100.0
17,0.761,10,5,5,96.97
18,0.785,10,5,10,100.0
1,0.603,0,1,2,82.92
19,0.917,5,6,10,65.08
6,0.801,6,9,8,83.97
2,0.243,7,10,4,99.92
8,0.851,3,7,4,60.73
17,0.216,7,0,6,100.0
12,0.145,9,7,4,100.0
6,0.259,9,1,1,100.0
3,0.927,0,7,2,46.83
2,0.687,5,1,2,100.0
15,0.68,10,4,10,100.0
10,0.711,7,4,2,92.22
11,0.363,8,1,10,100.0
13,0.466,7,7,6,88.35
11,0.997,6,0,3,95.08
18,0.456,0,1,7,62.6
14,0.63,1,0,5,72.25
12,0.789,9,3,1,100.0
7,0.848,4,4,4,80.8
10,0.82,10,6,10,100.0
15,0.563,6,0,7,100.0
18,0.181,6,3,1,85.47
2,0.644,2,0,3,97.9
7,0.495,3,2,9,100.0
3,0.836,8,8,1,91.1
4,0.95,1,2,2,70.25
9,0.279,8,0,2,100.0
18,0.841,2,3,0,42.98
13,0.745,5,8,6,65.38
20,0.891,6,1,2,73.72
12,0.937,9,3,2,98.58
16,0.633,3,6,6,58.17
13,0.486,5,8,10,79.85
15,0.462,0,2,2,54.45
0,0.53,6,1,7,100.0
3,0.132,0,3,2,82.7
18,0.589,2,0,4,69.28
18,0.815,10,10,9,81.62
3,0.286,5,0,3,100.0
0,0.8,8,8,4,100.0
0,0.191,2,0,7,100.0
0,0.971,1,0,6,93.72
12,0.792,3,0,4,82.2
13,0.52,8,7,5,91.0
20,0.81,7,10,0,41.75
19,0.996,2,10,7,23.1
5,0.449,3,3,10,100.0
18,0.779,6,1,10,96.53
8,0.526,2,10,5,52.85
14,0.87,2,4,5,56.25
11,0.816,10,10,2,81.6
18,0.642,8,6,5,81.95
1,0.325,4,7,0,85.88
10,0.137,9,7,3,100.0
4,0.698,3,0,8,100.0
12,0.585,0,9,6,37.38
0,0.842,3,5,5,86.95
12,0.886,2,10,2,29.85
9,0.347,10,10,1,95.33
15,1.0,2,9,7,35.0
2,0.585,0,2,5,83.38
12,0.124,2,10,6,56.9
2,0.348,10,10,2,100.0
0,0.928,0,6,1,54.8
14,0.679,0,3,9,61.02
9,0.855,5,5,8,86.62
13,0.959,10,8,0,78.03
9,0.372,6,10,0,68.7
7,0.109,6,6,9,100.0
8,0.665,3,3,3,79.38
6,0.448,1,8,9,68.8
17,0.243,4,1,8,95.92
20,0.953,8,3,8,88.17
1,0.958,4,4,7,96.05
15,0.56,10,4,4,100.0
17,0.764,9,2,4,100.0
6,0.889,1,6,4,55.78
14,0.769,2,9,3,34.77
10,0.536,0,6,4,50.6
6,0.631,6,8,8,92.22
17,0.592,5,1,7,91.2
2,0.66,9,4,6,100.0
1,0.11,7,2,10,100.0
5,0.795,6,8,5,84.12
9,0.577,6,2,2,99.58
15,0.191,8,0,10,100.0
3,0.665,9,9,8,100.0
10,0.577,1,3,10,79.58
20,0.734,4,1,6,73.65
2,0.982,1,5,6,69.45
1,0.563,9,4,2,100.0
16,0.499,9,6,2,89.53
16,0.115,9,5,9,100.0
18,0.534,3,6,10,64.65
17,0.762,10,4,9,100.0
8,0.376,8,5,7,100.0
11,0.849,1,7,9,52.78
9,0.396,0,5,8,68.1
9,0.536,0,7,10,60.6
11,0.457,10,3,9,100.0
13,0.513,1,1,5,73.17
5,0.988,5,2,7,100.0
7,0.308,2,2,6,94.3
18,0.713,5,8,9,62.17
17,0.693,2,7,8,48.67
2,0.202,3,7,6,92.95
9,0.782,10,0,1,100.0
15,0.404,10,4,2,100.0
7,0.938,7,4,8,100.0
13,0.561,5,1,8,100.0
20,0.535,6,3,9,88.62
19,0.544,0,6,8,40.4
7,0.835,9,0,9,100.0
17,0.954,8,4,4,82.15
